time,value
1991-07-01,14061.9320327168
1991-10-01,13900.6136529596
1992-01-01,13737.5247023877
1992-04-01,13433.5426972462
1992-07-01,13213.0355009153
1992-10-01,12924.9749066148
1993-01-01,13221.7158030424
1993-04-01,13124.8611965633
1993-07-01,12819.7127020016
1993-10-01,12635.685571357
1994-01-01,12337.5067618464
1994-04-01,12441.5153265479
1994-07-01,12554.2472654373
1994-10-01,12647.6783902648
1995-01-01,12537.6721633279
1995-04-01,12616.5342356283
1995-07-01,12752.6653905094
1995-10-01,12626.6797931754
1996-01-01,12509.025222263
1996-04-01,12126.7642020937
1996-07-01,12411.9428978138
1996-10-01,11866.8199712309
1997-01-01,11575.0206846435
1997-04-01,11457.4010700245
1997-07-01,10936.1080029616
1997-10-01,10878.0540099887
1998-01-01,11183.3780388173
1998-04-01,10890.536970266
1998-07-01,10913.4184859665
1998-10-01,10842.2795329112
1999-01-01,10436.9008674378
1999-04-01,10321.9479628218
1999-07-01,10358.223028597
1999-10-01,10322.420178863
2000-01-01,10308.8821841912
2000-04-01,10822.814858922
2000-07-01,10922.5809741826
2000-10-01,11580.7765035454
2001-01-01,12486.5039605199
2001-04-01,12468.8508793977
2001-07-01,12526.8038311915
2001-10-01,12428.783676614
2002-01-01,11863.7572623869
2002-04-01,11584.2316400546
2002-07-01,11681.0813312491
2002-10-01,11039.0970597612
2003-01-01,10916.0570982502
2003-04-01,10943.2587890138
2003-07-01,11165.0166828891
2003-10-01,11140.2822339165
2004-01-01,11200.9645061103
2004-04-01,11107.6899558001
2004-07-01,10825.9032945703
2004-10-01,10662.8711328371
2005-01-01,10844.1026033389
2005-04-01,10546.53099599
2005-07-01,10494.1729668557
2005-10-01,10880.5712783533
2006-01-01,10778.9448811135
2006-04-01,10785.7967221979
2006-07-01,10675.1056938095
2006-10-01,10759.7001754443
2007-01-01,10734.3623832382
2007-04-01,11096.1773430653
2007-07-01,11413.0855190276
2007-10-01,11602.7672142278
2008-01-01,11865.4768723682
2008-04-01,12136.4771480202
2008-07-01,12353.0468123129
2008-10-01,12017.7468665641
2009-01-01,11975.4067948686
2009-04-01,11422.2682274663
2009-07-01,11147.4181849417
2009-10-01,11017.545917479
2010-01-01,10890.2693089669
2010-04-01,10905.6157019427
2010-07-01,10878.5091430426
2010-10-01,10956.7484238781
2011-01-01,11245.6316149637
2011-04-01,11191.5181947061
2011-07-01,10992.3861271524
2011-10-01,10957.9004654302
2012-01-01,10702.1600241402
2012-04-01,10569.5681771452
2012-07-01,10476.9575143498
2012-10-01,10285.1557851459
2013-01-01,10082.480828416
2013-04-01,10037.7246271762
2013-07-01,9952.08645062811
2013-10-01,9907.69989385628
2014-01-01,9949.71979784475
2014-04-01,9837.47518647326
2014-07-01,9797.81911708413
2014-10-01,9693.10254720972
2015-01-01,9596.56340024577
2015-04-01,9440.50076160532
2015-07-01,9292.43821547081
2015-10-01,9238.77064601389
2016-01-01,8873.40688199506
2016-04-01,8751.96706262547
2016-07-01,8687.51465773769
2016-10-01,8529.63976266746
2017-01-01,8459.15547993125
2017-04-01,8360.62615454076
2017-07-01,8248.28162667326
2017-10-01,8234.79666428936
2018-01-01,8257.62649858438
2018-04-01,8388.18604943484
2018-07-01,8488.122386849
2018-10-01,8631.55882747591
2019-01-01,8845.43641648529
2019-04-01,8606.88770336658
2019-07-01,8726.61349010922
2019-10-01,8562.55203892732
2020-01-01,8307.75143325439
2020-04-01,8177.78663357297
2020-07-01,7874.54279296849
